"name","code","price","age","pieces","origin","year","month","length","width","height","weight","category"
"디즈니 캐슬",43222,519900,18,4837,"중국",2023,7,48,52.3,21.8,6897,"disney"
"라이트닝 맥퀸",77255,39900,9,270,NA,2026,NA,NA,NA,NA,NA,"disney"
"월-E와 이브",43279,99900,18,811,NA,2025,NA,NA,NA,NA,NA,"disney"
"미니 디즈니 캐슬",40478,55000,12,567,"헝가리",2021,10,19.1,26.2,9.1,553,"disney"
"미녀와 야수의 성",43263,389900,18,2916,NA,2025,NA,NA,NA,NA,NA,"disney"
"Disney Pixar Luxo Jr.",21357,99900,18,613,"중국",2025,6,22.2,26.2,9.5,631,"disney"
"‘업’ 하우스",43217,79900,9,598,NA,2023,NA,NA,NA,NA,NA,"disney"
"월트 디즈니 헌정 카메라",43230,149900,18,811,"중국",2023,9,35.4,37.8,7.05,1127,"disney"
"백설공주와 일곱 난쟁이의 오두막",43242,289900,18,2228,NA,2024,NA,NA,NA,NA,NA,"disney"
"토이 스토리 기차와 RC 자동차",43264,59900,4,206,"중국",2025,6,35.4,19.1,5.9,479,"disney"
"디즈니 팀 버튼의 크리스마스 악몽",21351,269900,18,2193,NA,2024,NA,NA,NA,NA,NA,"disney"
"엘사의 얼음 궁전",43244,149900,6,630,NA,2024,NA,NA,NA,NA,NA,"disney"
"미니 디즈니 에리얼 궁전",40708,55000,12,557,"헝가리",2024,1,19.1,26.2,7.2,507,"disney"
"미키와 미니의 생일 기차",10941,49900,2,22,NA,2021,1,35.4,19.1,7,424,"disney"
"아기 라이언 킹 심바",43243,29900,6,222,NA,2024,NA,NA,NA,NA,NA,"disney"
"엔젤",43257,94900,9,784,NA,2025,NA,NA,NA,NA,NA,"disney"
"미니 디즈니 잠자는 숲속의 공주의 캐슬",40720,55000,12,528,"헝가리",2024,6,19.1,26.2,7.2,538,"disney"
"레이스에 나선 맥",10417,29900,2,14,NA,2024,3,26.2,19.1,9.1,340,"disney"
"디즈니 매직",21352,149900,18,1103,"중국",2024,10,38.2,26.2,9.4,1261,"disney"
"럭키와 페니 101 달마시안 강아지",43271,36900,6,268,NA,2025,NA,NA,NA,NA,NA,"disney"
"공주 궁전과 친구들",43267,169900,6,787,NA,2025,NA,NA,NA,NA,NA,"disney"
"크루엘라의 자동차",43277,74900,9,378,"중국",2025,9,28.2,26.2,5.9,545,"disney"
"101 달마시안 강아지",43269,199900,18,1722,NA,2025,NA,NA,NA,NA,NA,"disney"
"스티치",43249,94900,9,730,"중국",2024,3,26.2,28.2,9.55,869,"disney"
"릴로와 스티치 비치 하우스",43268,139900,9,834,NA,2025,NA,NA,NA,NA,NA,"disney"
"인사이드 아웃 2 무드 큐브",43248,49900,9,394,"중국",2024,5,26.2,19.1,6.1,390.99662294,"disney"
"백설공주 보석상자",43276,64900,6,358,"중국",2024,6,26.2,22.2,7.6,496,"disney"
"카카모라 바지선",43258,149900,7,572,"중국",2025,6,45.6,28.2,6.1,929,"disney"
"헤이헤이",43272,59900,9,566,NA,2025,NA,NA,NA,NA,NA,"disney"
"젊은 라이언 킹 심바",43247,179900,18,1445,"중국",2024,6,35.4,37.8,11.8,1765,"disney"
"신데렐라의 궁전과 마차",43275,119900,6,596,NA,2025,NA,NA,NA,NA,NA,"disney"
"디즈니 호커스 포커스: 샌더슨 자매의 오두막",21341,299900,18,2316,"중국",2023,7,58.2,37.8,10.3,2876,"disney"
"마법의 마드리갈 하우스",43245,209900,7,1560,"중국",2024,6,48,37.8,9.4,1841,"disney"
"모아나의 화분",43252,64900,9,619,NA,2024,6,28.2,26.2,7.6,634,"disney"
"디즈니 프린세스의 시장 구경",43246,149900,6,817,"중국",2024,1,54,28.2,5.9,1167,"disney"
"아렌델 겨울왕국 성",43265,44900,5,177,NA,2025,NA,NA,NA,NA,NA,"disney"
"모아나의 모험 카누",43270,89900,6,529,"중국",2025,1,26.2,28.2,5.9,604,"disney"
"안나의 썰매 모험",43256,59900,4,192,NA,2025,NA,NA,NA,NA,NA,"disney"
"미니 아렌델 성과 엘사의 얼음 궁전",43278,74900,5,306,"중국",2025,6,26.2,22.2,6.2,549,"disney"
"신데렐라의 드레스",43266,59900,9,474,"중국",2025,3,22.2,26.2,6.2,569,"disney"
"말레피센트의 드래곤 형상",43240,99900,6,NA,NA,2024,NA,NA,NA,NA,NA,"disney"
"말레피센트와 크루엘라의 드레스",43262,99900,9,524,NA,2025,NA,NA,NA,NA,NA,"disney"
"에리얼의 음악 무대",43235,22900,4,60,NA,2024,NA,NA,NA,NA,NA,"disney"
"마법의 숲에 온 엘사와 브루니",10418,46900,2,31,"중국",2024,3,28.2,26.2,7.6,455,"disney"
"모아나의 즐거운 섬",43260,29900,5,175,"중국",2025,1,20.5,19.1,6.1,382,"disney"
"이사벨라의 화분",43237,64900,9,641,"중국",2024,3,28.2,26.2,5.9,626,"disney"
"엔칸토 미니 하우스",43261,29900,5,186,NA,2025,NA,NA,NA,NA,NA,"disney"
"미키 마우스 클럽하우스와 자동차",10454,29900,2,27,"중국",2025,3,26.2,19.1,9.1,431,"disney"
"안토니오의 동물 보호구역",43251,52900,6,310,NA,2024,NA,NA,NA,NA,NA,"disney"
"곰돌이 푸의 생일 파티",10457,29900,1,22,"중국",2025,3,26.2,19.1,9.1,364,"disney"
"에리얼의 수정 동굴",43254,44900,4,141,NA,2024,NA,NA,NA,NA,NA,"disney"
"에리얼의 마법 수중 궁전",10435,129900,2,116,NA,2024,6,55.5,37.8,10.3,1971,"disney"
"이브와 월•E",40619,20500,10,155,NA,2023,NA,NA,NA,NA,NA,"disney"
"덤보",40792,13500,10,176,"중국",2025,2,12.2,14.1,6.1,201,"disney"
"이요르",40797,13500,10,156,"중국",2025,2,12.2,14.1,6.1,142,"disney"
"기쁨, 슬픔, 불안",40749,28200,10,300,NA,2024,NA,NA,NA,NA,NA,"disney"
"칼, 러셀, 케빈",40752,28200,10,308,"덴마크",2024,6,19.1,14.1,9.1,304,"disney"
"스티치 열쇠고리",854319,8000,6,NA,"중국",2025,6,15,4.5,0.59,14,"disney"
"스티치",40674,13500,10,152,"덴마크",2024,2,9.1,12.2,5.85,126,"disney"
"미니 열쇠고리",853999,8000,6,NA,"중국",2020,3,16,4.5,0.82,16,"disney"
"도날드 덕 열쇠고리",854111,8000,6,NA,"중국",2021,5,16,4.5,0.69,14,"disney"
"백설공주 열쇠고리",854286,8000,6,NA,"중국",2024,4,15.5,4.5,0.57,12,"disney"
"엘사의 겨울왕국 궁전",43238,64900,4,163,"중국",2024,1,28.2,26.2,7.6,567,"disney"
"레고® ǀ 디즈니 겨울왕국 2 엘사 열쇠고리",853968,8000,6,NA,"중국",2019,11,16,4.5,0.48,12,"disney"
"미라벨 열쇠고리",854287,8000,6,NA,"중국",2024,4,15.5,4.5,0.57,13,"disney"
"미키 열쇠고리",853998,8000,6,NA,"중국",2020,3,16,4.5,0.82,14,"disney"
"이요르 열쇠고리",854203,8000,6,NA,"중국",2022,3,16,4.5,0.92,18,"disney"
"곰돌이 푸 열쇠고리",854191,8000,6,NA,"중국",2022,3,16,4.5,0.55,13,"disney"
"구피 열쇠고리",854196,8000,6,NA,"중국",2022,3,16,4.5,0.69,14,"disney"
"데이지 덕 열쇠고리",854112,8000,6,NA,"중국",2021,5,16,4.5,0.69,14,"disney"
"녹터니아 성",71486,259900,10,1742,NA,2024,NA,NA,NA,NA,NA,"dreamzzz"
"나이트메어 샤크 잠수함",71500,199900,9,1413,"중국",2025,6,48,37.8,9.4,1823,"dreamzzz"
"마테오와 지 블롭 액션 경주용 자동차",71491,74900,8,485,NA,2025,NA,NA,NA,NA,NA,"dreamzzz"
"네버 위치의 미드나이트 까마귀",71478,149900,9,1203,"중국",2024,8,35.4,37.8,9.4,1519,"dreamzzz"
"마테오의 스프레이 페인트 트럭",71499,149900,9,929,NA,2025,NA,NA,NA,NA,NA,"dreamzzz"
"마테오와 기사 전투 로봇 지 블롭",71485,179900,10,1333,"중국",2024,8,48,37.8,9.4,2049,"dreamzzz"
"네버 위치의 나이트메어 크리처",71483,64900,9,457,"중국",2024,8,26.2,22.2,7.6,625,"dreamzzz"
"마테오의 불의 카멜레온",71492,74900,7,443,"중국",2025,6,26.2,22.2,6.2,586,"dreamzzz"
"쿠퍼의 타이거 로봇과 제로의 핫로드 자동차",71497,149900,9,1006,NA,2025,NA,NA,NA,NA,NA,"dreamzzz"
"이지와 게이밍 버니 분추로",71490,29900,7,252,NA,2025,NA,NA,NA,NA,NA,"dreamzzz"
"분추의 창의적 동물 모험",71488,13900,7,143,NA,2025,NA,NA,NA,NA,NA,"dreamzzz"
"쿠퍼의 게이밍 컨트롤러 제트",71489,29900,7,266,NA,2025,NA,NA,NA,NA,NA,"dreamzzz"
"마테오 대 사이버 브레인 로봇",71495,44900,8,368,NA,2025,NA,NA,NA,NA,NA,"dreamzzz"
"쿠퍼의 로봇 공룡 C-렉스",71484,114900,9,917,NA,2024,NA,NA,NA,NA,NA,"dreamzzz"
"로간 마이티 판다",71480,44900,7,342,"중국",2024,8,19.1,26.2,6.1,428,"dreamzzz"
"이지의 드림 애니멀",71481,52900,8,328,"중국",2024,8,22.2,26.2,6.2,505,"dreamzzz"
"조이의 시간 올빼미",71494,44900,8,359,"중국",2025,6,19.1,26.2,6.1,400,"dreamzzz"
"조이의 고양이 모터사이클",71479,29900,7,226,"중국",2024,8,26.2,19.1,6.1,338,"dreamzzz"
"마테오의 지 블롭 검",854307,13500,6,NA,"중국",2025,3,52,13.4,14.5,86,"dreamzzz"
"이지의 검",854308,13500,6,NA,"중국",2025,3,52,20,1.48,77,"dreamzzz"
"디럭스 브릭 박스",10914,74900,1,85,NA,2020,1,37,26.2,18,1431,"duplo"
"브릭 박스",10913,44900,1,65,NA,2020,1,37,18,18,1050,"duplo"
"자동차와 트럭 브릭 박스",10439,69900,1,80,NA,2024,6,37,26.2,18,1374,"duplo"
"나의 첫 동물 기차",10412,29900,1,19,NA,2024,1,35.4,19.1,7,469,"duplo"
"3in1 우리집",10994,194900,3,218,NA,2023,NA,NA,NA,NA,NA,"duplo"
"인터랙티브 기차 세트",10428,189900,3,103,"중국",2025,1,52.3,48,12.4,2409,"duplo"
"미키와 미니의 생일 기차",10941,49900,2,22,NA,2021,1,35.4,19.1,7,424,"duplo"
"3 in 1 야생 동물 가족",10446,119900,2,92,NA,2025,NA,NA,NA,NA,NA,"duplo"
"인터랙티브 기차 모험",10427,104900,2,57,NA,2025,NA,NA,NA,NA,NA,"duplo"
"야생 동물 가족: 펭귄과 사자",10442,13900,2,10,NA,2025,NA,NA,NA,NA,NA,"duplo"
"나의 첫 공항",10443,44900,2,23,"중국",2025,6,35.4,19.1,9.1,537,"duplo"
"꿀벌과 벌집 돌봐주기",10419,29900,2,22,"중국",2024,1,26.2,22.2,9.5,416,"duplo"
"녹색 조립판",10460,18900,1,1,NA,NA,NA,NA,NA,NA,NA,"duplo"
"레고® 에듀케이션 나의 XL 세계",45028,469200,2,480,NA,2020,1,58.5,49,19,6206,"duplo"
"기차 터널과 철로 확장팩",10425,29900,2,20,"중국",2025,1,28.2,26.2,11.8,697,"duplo"
"레이스에 나선 맥",10417,29900,2,14,NA,2024,3,26.2,19.1,9.1,340,"duplo"
"페파피그 슈퍼마켓",10434,99900,2,70,NA,2024,6,54,28.2,9.1,1203,"duplo"
"기차 브릿지와 철로 확장팩",10426,52900,2,42,"중국",2025,1,54,28.2,11.8,1290,"duplo"
"3in1 바퀴 달린 공룡",10451,99900,3,108,"중국",2025,6,48,37.8,11.2,1617,"duplo"
"미키 마우스 클럽하우스와 자동차",10454,29900,2,27,"중국",2025,3,26.2,19.1,9.1,431,"duplo"
"모양 맞추기: 강아지 집",10441,44900,1,17,"중국",2025,6,28.2,26.2,11.8,663,"duplo"
"캠핑 여행",10452,29900,2,32,"중국",2025,3,26.2,19.1,9.1,428,"duplo"
"할아버지 돼지의 정원과 온실",10461,119900,2,102,"중국",2025,6,55.5,37.8,8.7,1477,"duplo"
"스핀의 모터사이클 모험",10424,29900,2,24,NA,2024,6,26.2,19.1,7.2,370,"duplo"
"곰돌이 푸의 생일 파티",10457,29900,1,22,"중국",2025,3,26.2,19.1,9.1,364,"duplo"
"안나와 엘사의 겨울왕국 파티",10455,89900,2,54,"중국",2025,6,35.4,37.8,7.05,813,"duplo"
"나의 첫 감정",10415,39900,1,23,"중국",2024,1,38.2,26.2,7.05,545,"duplo"
"페파피그 생일 집 꾸미기",10433,64900,2,59,NA,2024,6,38.2,26.2,9.4,840,"duplo"
"마법의 숲에 온 엘사와 브루니",10418,46900,2,31,"중국",2024,3,28.2,26.2,7.6,455,"duplo"
"나의 첫 병원 방문",10449,59900,2,65,NA,2025,NA,NA,NA,NA,NA,"duplo"
"맥퀸의 꼬마의사 차고 방문",10456,44900,2,35,"중국",2025,6,35.4,19.1,9.1,539,"duplo"
"3in1 우주왕복선 모험",10422,94900,3,58,"중국",2024,1,35.4,37.8,9.4,1066,"duplo"
"홉시의 캐슬 게임",10450,59900,3,47,NA,2025,NA,NA,NA,NA,NA,"duplo"
"나의 첫 하루 일과 - 밥먹기와 잠자기",10414,44900,1,28,"중국",2024,1,38.2,26.2,9.4,740,"duplo"
"페파피그 보트 여행",10432,44900,2,23,NA,2024,6,35.4,19.1,7,442,"duplo"
"에리얼의 마법 수중 궁전",10435,129900,2,116,NA,2024,6,55.5,37.8,10.3,1971,"duplo"
"페파 정원과 트리하우스",10431,29900,2,20,NA,2024,6,26.2,19.1,9.1,357,"duplo"
"3in1 바퀴 달린 동물",10448,52900,2,58,"중국",2025,6,38.2,26.2,9.4,820,"duplo"
"균형있게 나무 쌓기",10440,29900,1,27,NA,2025,NA,NA,NA,NA,NA,"duplo"
"숫자 기차",10954,29900,1,23,"중국",2021,6,35.4,19.1,9.1,532,"duplo"
"창의적인 정원과 꽃들",10444,29900,2,45,NA,2025,NA,NA,NA,NA,NA,"duplo"
"마음이 풍부한 사람들",10423,69900,3,71,"중국",2024,1,37.8,35.4,11.8,1253,"duplo"
"블루이의 아이스크림 여행",10458,44900,2,22,"중국",2025,6,35.4,19.1,9.1,511,"duplo"
"블루이의 패밀리 하우스와 메모리 게임",10459,99900,3,83,"중국",2025,6,48,37.8,9.4,1591,"duplo"
"알파벳 트럭",10421,52900,2,36,NA,2024,1,38.2,26.2,9.4,835,"duplo"
"구급차와 운전사",10447,29900,2,19,NA,2025,NA,NA,NA,NA,NA,"duplo"
"F1® 팀 경주용 자동차와 드라이버",10445,65900,2,70,"중국",2025,1,54,28.2,7.85,903,"duplo"
"재미있는 박람회",10453,74900,2,53,"중국",2025,3,45.6,28.2,8.8,972,"duplo"
"농장에서 동물들 돌봐주기",10416,79900,2,74,"중국",2024,1,45.6,28.2,11.8,1199,"duplo"
"즐거운 목욕 시간: 동물 기차",10965,29900,1,14,NA,2022,1,35.4,19.1,9.1,447,"duplo"
"경찰 바이크",10967,12900,2,5,NA,2022,NA,NA,NA,NA,NA,"duplo"
"소방트럭",10969,44900,2,21,"중국",2022,8,28.2,26.2,9.55,593,"duplo"
"페파피그 슈퍼마켓",10434,99900,2,70,NA,2024,6,54,28.2,9.1,1203,"peppa-pig"
"페파피그 생일 집 꾸미기",10433,64900,2,59,NA,2024,6,38.2,26.2,9.4,840,"peppa-pig"
"할아버지 돼지의 정원과 온실",10461,119900,2,102,"중국",2025,6,55.5,37.8,8.7,1477,"peppa-pig"
"페파 정원과 트리하우스",10431,29900,2,20,NA,2024,6,26.2,19.1,9.1,357,"peppa-pig"
"페파피그 보트 여행",10432,44900,2,23,NA,2024,6,35.4,19.1,7,442,"peppa-pig"
"캠핑 여행",10452,29900,2,32,"중국",2025,3,26.2,19.1,9.1,428,"peppa-pig"
"재미있는 박람회",10453,74900,2,53,"중국",2025,3,45.6,28.2,8.8,972,"peppa-pig"
"레고® 에듀케이션 스파이크™ 프라임 세트",45678,694900,10,528,"인도네시아",2020,1,42.5,30.9,15.6,2083,"lego-education"
"레고® 에듀케이션 나의 XL 세계",45028,469200,2,480,NA,2020,1,58.5,49,19,6206,"lego-education"
"모던 하우스",42639,259900,14,2275,"중국",2024,1,52.3,48,12.4,3518,"friends"
"하트레이크 시티 병원",42621,149900,7,1045,NA,2024,1,48,37.8,7.05,1795,"friends"
"반려동물 액세서리 샵",42650,59900,6,375,NA,2025,NA,NA,NA,NA,NA,"friends"
"하트레이크 시티 쇼핑몰",42604,152900,8,1237,"중국",2024,1,48,37.8,9.4,2134,"friends"
"패밀리 하우스",42620,149900,7,1126,"중국",2024,1,48,37.8,7.05,1841,"friends"
"하트레이크 시티 아파트와 상점",42670,199900,12,2040,NA,2025,NA,NA,NA,NA,NA,"friends"
"만화책과 게임 가게",42674,139900,9,1005,NA,2025,NA,NA,NA,NA,NA,"friends"
"뮤직 스토어와 아파트",42653,74900,7,483,"중국",2025,6,28.2,26.2,7.6,603,"friends"
"동물 병원",42651,74900,7,428,NA,2025,NA,NA,NA,NA,NA,"friends"
"하트레이크 시티 커뮤니티 센터",41748,199900,9,1513,"중국",2023,6,37.8,58.2,10.3,2325,"friends"
"하트레이크 시티 카페",42618,44900,6,426,NA,2024,6,35.4,19.1,7,637,"friends"
"캐슬 호텔",42638,149900,12,1311,"중국",2024,6,37.8,35.4,9.4,1600,"friends"
"플라워 카페",42671,139900,9,1138,"중국",2025,6,45.6,28.2,7.2,1293,"friends"
"가족 해변 여행",42673,189900,8,1140,NA,2025,NA,NA,NA,NA,NA,"friends"
"하트레이크 시티 공항",42656,139900,8,958,NA,2025,NA,NA,NA,NA,NA,"friends"
"모험 캠프 트리하우스",42631,179900,8,1128,"중국",2024,6,55.5,37.8,8.7,2128,"friends"
"페이즐리의 방",42647,29900,6,199,NA,2025,NA,NA,NA,NA,NA,"friends"
"고양이 생일 파티와 트리 하우스",42666,44900,6,321,"중국",2025,6,19.1,26.2,6.1,433,"friends"
"페이즐리의 방",42647,29900,6,199,NA,2025,NA,NA,NA,NA,NA,"friends"
"고양이 생일 파티와 트리 하우스",42666,44900,6,321,"중국",2025,6,19.1,26.2,6.1,433,"friends"
"레스토랑과 요리 학교",42655,119900,8,896,NA,2025,NA,NA,NA,NA,NA,"friends"
"우정 영화의 밤",42642,21900,6,154,"중국",2025,6,19.1,14.1,4.6,203,"friends"
"헤어샵과 액세서리 스토어",42662,65900,7,347,NA,2025,NA,NA,NA,NA,NA,"friends"
"빈티지 패션 스토어",42614,52900,6,409,"중국",2024,1,28.2,26.2,5.9,643,"friends"
"해변 워터 스쿠터",42623,12900,5,84,NA,2024,6,19.1,14.1,4.6,143,"friends"
"해변놀이 여행 가방",42672,44900,5,188,NA,2025,1,28.2,26.2,6.4,788,"friends"
"팬더 동물 보호",42648,44900,7,243,NA,2025,NA,NA,NA,NA,NA,"friends"
"우정 트리하우스",42652,99900,8,701,NA,2025,NA,NA,NA,NA,NA,"friends"
"아이스크림 트럭",42644,29900,4,92,NA,2025,NA,NA,NA,NA,NA,"friends"
"사탕 가게",42649,44900,6,376,NA,2025,NA,NA,NA,NA,NA,"friends"
"하트레이크 시티 워터파크",42630,114900,8,814,"중국",2024,6,37.8,35.4,9.4,1661,"friends"
"별 관찰 캠핑카",42603,44900,7,364,"중국",2024,1,35.4,19.1,7,571,"friends"
"모험 캠프 워터스포츠",42626,99900,7,628,NA,2024,NA,NA,NA,NA,NA,"friends"
"꽃의 정원",42669,139900,12,1161,NA,2025,NA,NA,NA,NA,NA,"friends"
"조랑말 목장",42654,99900,7,727,NA,2025,NA,NA,NA,NA,NA,"friends"
"유니콘과 플라밍고 수영장 파티",42658,13900,5,99,"중국",2025,6,19.1,14.1,4.6,150,"friends"
"우정 자동차 여행",42659,29900,6,220,"중국",2025,6,26.2,14.1,6.1,305,"friends"
"기니피그 놀이터",42640,13900,5,86,NA,2025,NA,NA,NA,NA,NA,"friends"
"요트 여행",42664,109900,8,685,NA,2025,NA,NA,NA,NA,NA,"friends"
"강아지 놀이터",42665,13900,4,66,"중국",2025,6,19.1,14.1,4.6,155,"friends"
"알리야의 동생 놀이방",42645,25900,6,125,NA,2025,NA,NA,NA,NA,NA,"friends"
"오텀의 방",42646,29900,6,222,NA,2025,NA,NA,NA,NA,NA,"friends"
"유니콘과 요정의 코스튬 파티",42661,59900,6,261,"중국",2025,6,26.2,22.2,6.2,418,"friends"
"말과 망아지 트레일러",42634,29900,4,105,"중국",2024,1,20.5,19.1,4.6,248,"friends"
"서핑하는 강아지와 스쿠터",42641,21900,6,113,NA,2025,NA,NA,NA,NA,NA,"friends"
"음악 파티",42610,29900,6,196,"중국",2024,1,26.2,19.1,4.6,308,"friends"
"우정 캠퍼밴",42663,89900,7,778,NA,2025,NA,NA,NA,NA,NA,"friends"
"활쏘기 모험 캠프",42622,19900,6,157,NA,2024,NA,NA,NA,NA,NA,"friends"
"해변 스무디 가게",42625,29900,6,213,NA,2024,NA,NA,NA,NA,NA,"friends"
"강아지 케어 자동차",42635,12900,4,60,NA,2024,6,14.1,12.2,6.1,123,"friends"
"솜사탕 가게와 스쿠터",42643,13900,6,110,NA,2025,NA,NA,NA,NA,NA,"friends"
"드리프트와 레이븐 피겨",40884,28200,10,280,"중국",2025,10,19.1,14.1,7.05,298,"fortnite"
"메카팀 리더",77078,309900,18,2503,"중국",2025,8,37.8,55.5,11.8,3008,"fortnite"
"배틀버스",77073,149900,10,954,NA,2024,NA,NA,NA,NA,NA,"fortnite"
"클롬보",77077,149900,10,1084,NA,2025,NA,NA,NA,NA,NA,"fortnite"
"해골 필리",77072,149900,18,1414,NA,2024,NA,NA,NA,NA,NA,"fortnite"
"Durrr Burger",77070,19900,9,193,NA,2024,NA,NA,NA,NA,NA,"fortnite"
"필리와 스파크플러그의 캠프",77075,29900,7,250,NA,2025,NA,NA,NA,NA,NA,"fortnite"
"Durrr Burger 레스토랑",77076,89900,10,546,NA,2025,NA,NA,NA,NA,NA,"fortnite"
"보급품 라마",77071,52900,12,691,NA,2024,NA,NA,NA,NA,NA,"fortnite"
"개비의 매직 하우스",10788,114900,4,498,"중국",2023,8,35.4,37.8,9.4,1702,"gabbys-dollhouse"
"인어공주 개비의 아쿠아리움 모험",11204,29900,4,103,"중국",2025,8,26.2,14.1,6.1,310,"gabbys-dollhouse"
"달콤 선물 산과 요정냥의 가든",11205,74900,4,263,"중국",2025,8,28.2,26.2,7.6,586,"gabbys-dollhouse"
"개비의 냥이 돌봄 귀",10796,52900,4,165,NA,2024,NA,NA,NA,NA,NA,"gabbys-dollhouse"
"아기 상자와 함께하는 공예 놀이",10795,19900,4,60,NA,2024,NA,NA,NA,NA,NA,"gabbys-dollhouse"
"개비의 파티룸",10797,69900,4,252,NA,2024,NA,NA,NA,NA,NA,"gabbys-dollhouse"
"호그와트™ 캐슬과 정원",76419,229900,18,2660,"중국",2023,9,48,37.8,11.2,3040,"harry-potter"
"다이애건 앨리™ 마법의 상점",76444,279900,18,2750,NA,2025,NA,NA,NA,NA,NA,"harry-potter"
"호그스미드™ 마을 – 콜렉터 에디션",76457,509900,18,3228,"중국",2025,9,55.5,37.8,15.7,4229,"harry-potter"
"그린고트™ 마법사 은행 – 콜렉터 에디션",76417,559900,18,4803,NA,2023,9,48,52.3,21.8,7102,"harry-potter"
"해리포터 호그와트™ 성",71043,640000,16,6020,"중국",2018,9,58.5,49,19,7506,"harry-potter"
"나이트 버스™",76446,74900,8,499,NA,2025,NA,NA,NA,NA,NA,"harry-potter"
"호그와트™ 성: 중심 탑",76454,339900,10,2135,NA,2025,NA,NA,NA,NA,NA,"harry-potter"
"버로우 - 콜렉터 에디션",76437,349900,18,2405,"중국",2024,9,37.8,55.5,11.8,2596,"harry-potter"
"레고® 해리포터™ 크리스마스 캘린더 2025",76456,52900,7,278,"체코",2025,9,38.2,26.2,7.05,405,"harry-potter"
"말하는 마법의 모자™",76429,149900,18,561,"중국",2024,3,26.2,38.2,7.05,940,"harry-potter"
"프리벳 가: 마지 이모의 방문",76451,139900,8,639,"중국",2025,6,38.2,26.2,7.05,909,"harry-potter"
"호그와트™ 성: 그레이트 홀",76435,259900,10,1732,NA,2024,NA,NA,NA,NA,NA,"harry-potter"
"책장 장식: 호그와트™ 익스프레스",76450,149900,10,832,"중국",2025,6,45.6,28.2,8.8,1421,"harry-potter"
"호그와트™ 아이콘 - 콜렉터 에디션",76391,399900,18,3010,"중국",2021,9,58.2,48,12.4,4148,"harry-potter"
"호그와트 익스프레스™와 호그스미드™ 기차역",76423,184900,8,1074,"중국",2023,6,54,28.2,9.1,1733,"harry-potter"
"하늘을 나는 포드 앵글리아™",76424,19900,7,165,"중국",2024,3,26.2,14.1,4.8,218,"harry-potter"
"다이애건 앨리™",75978,599900,16,5544,"중국",2020,9,58.2,48,17,6645,"harry-potter"
"호그와트™ 성: 결투 클럽",76441,36900,8,158,NA,2025,NA,NA,NA,NA,NA,"harry-potter"
"트라이위저드 토너먼트: 도착",76440,189900,10,1229,NA,2024,NA,NA,NA,NA,NA,"harry-potter"
"호그와트™ 성: 마법 수업",76442,29900,8,204,NA,2025,NA,NA,NA,NA,NA,"harry-potter"
"맨드레이크",76433,99900,10,579,NA,2024,NA,NA,NA,NA,NA,"harry-potter"
"호그와트™ 성: 본초학 수업",76445,74900,8,390,"중국",2025,6,26.2,22.2,6.2,555,"harry-potter"
"물어뜯는 몬스터의 몬스터북",76449,89900,9,518,"중국",2025,6,28.2,26.2,7.6,596,"harry-potter"
"말포이 저택",76453,209900,10,1601,NA,2025,NA,NA,NA,NA,NA,"harry-potter"
"올리밴더™와 말킨 부인의 망토",76439,129900,8,744,NA,2024,NA,NA,NA,NA,NA,"harry-potter"
"호그와트™ 성: 비행 수업",76447,119900,9,651,NA,2025,NA,NA,NA,NA,NA,"harry-potter"
"고품질 퀴디치™ 파티용품과 아이스크림 가게",76452,149900,8,795,NA,2025,NA,NA,NA,NA,NA,"harry-potter"
"프리벳가 4번지의 헤드위그™",76425,29900,7,337,"중국",2024,3,26.2,14.1,7.2,357,"harry-potter"
"하우스 엘프 도비™",76421,45900,8,403,"중국",2023,6,19.1,26.2,7.2,451,"harry-potter"
"해리포터™ 열쇠고리",854114,8000,6,NA,"중국",2021,1,15,4.5,0.59,13,"harry-potter"
"해그리드와 해리의 바이크 라이드",76443,74900,9,617,NA,2025,NA,NA,NA,NA,NA,"harry-potter"
"불의 잔™ 피겨",40791,74900,10,671,"중국",2025,9,35.4,19.1,9.1,744,"harry-potter"
"벅비크™",76427,89900,9,723,NA,2024,NA,NA,NA,NA,NA,"harry-potter"
"세스트랄 가족",76458,99900,10,548,NA,2025,NA,NA,NA,NA,NA,"harry-potter"
"루나 러브굿™과 세스트랄 피겨",40802,28200,10,292,"중국",2025,9,19.1,14.1,7.05,299,"harry-potter"
"헤르미온느 열쇠고리",854115,8000,6,NA,"중국",2021,1,15,4.5,0.59,13,"harry-potter"
"포크스™: 덤블도어의 불사조",76448,29900,8,299,"중국",2025,6,14.1,26.2,6.1,300,"harry-potter"
"호그와트™ 성 보트하우스",76426,52900,8,350,NA,2024,3,19.1,26.2,7.2,453,"harry-potter"
"호그와트™ 부엉이 장",76430,64900,8,364,"중국",2024,3,22.2,26.2,6.2,521,"harry-potter"
"금단의 숲™의 아라고그",76434,29900,7,195,NA,2024,NA,NA,NA,NA,NA,"harry-potter"
"호그와트™ 성: 물약 수업",76431,52900,8,397,NA,2024,NA,NA,NA,NA,NA,"harry-potter"
"열대 수족관",10366,649900,18,4154,"중국",2025,11,52.3,48,21.8,5885,"lego-icons"
"Star Trek: U.S.S. Enterprise NCC-1701-D™",10356,509900,18,3600,"중국",2025,11,52.3,48,18,4776,"lego-icons"
"크리스마스 특급열차",10361,169900,18,956,"중국",2025,10,45.6,28.2,8.8,1491,"lego-icons"
